area_type,availability,size,society,total_sqft,bath,balcony,price,site_location
Plot  Area,18-Mar,4 Bedroom,GrrvaGr,600,3.0,1.0,97.0,Pune Railway Station
Built-up  Area,Ready To Move,3 BHK,Meowns ,1590,2.0,3.0,85.0,Rasta Peth
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,703,2.0,1.0,49.5,Raviwar Peth
Super built-up  Area,18-Aug,3 BHK,Maunt M,1795,3.0,2.0,64.62,Sadashiv Peth
Built-up  Area,Ready To Move,4 Bedroom,GrrvaGr,3000,3.0,0.0,132.0,Sahakar Nagar
Super built-up  Area,18-Dec,4 BHK,Klark L,4395,4.0,2.0,225.0,Salunke Vihar
Super built-up  Area,Ready To Move,2 BHK,KBityo ,825,2.0,1.0,35.0,Sasson Road
Super built-up  Area,18-Dec,4 BHK,Nileyap,4025,4.5,1.0,225.0,Satara Road
Super built-up  Area,22-Jan,3 BHK,GrrvaGr,1254,2.0,1.0,70.0,Senapati Bapat Road
Built-up  Area,Ready To Move,3 BHK,GrrvaGr,2040,3.0,2.0,114.0,Shaniwar Peth
Super built-up  Area,Ready To Move,3 BHK,Prtanha,2215,4.0,2.0,154.0,Shivaji Nagar
Super built-up  Area,Ready To Move,2 BHK,Tahtsla,1478,2.0,2.0,125.0,Shukrawar Peth
Super built-up  Area,Ready To Move,3 BHK,Sariaat,2475,4.0,3.0,225.0,Sinhagad Road
Super built-up  Area,Ready To Move,3 BHK,Bhacy L,1669,3.0,2.0,225.0,Somwar Peth
Super built-up  Area,Ready To Move,3 BHK,Roarkan,1820,3.0,2.0,79.5,Swargate
Super built-up  Area,19-Dec,3 BHK,Prhar G,1623,3.0,1.0,89.0,Tilak Road
Super built-up  Area,Ready To Move,2 BHK,RInceeg,1243,2.0,2.0,46.0,Uruli Devachi
Super built-up  Area,Ready To Move,2 BHK,Elodsre,1200,2.0,2.0,40.5,Vadgaon Budruk
Super built-up  Area,Ready To Move,3 BHK,Sklls C,1613,3.0,3.0,72.0,Wadgaon Sheri
Super built-up  Area,Ready To Move,2 BHK,Almid P,1293,2.0,2.0,80.0,Viman Nagar
Super built-up  Area,Ready To Move,2 BHK,Corus C,1065,2.0,2.0,28.5,Vishrant Wadi
Super built-up  Area,18-Apr,2 BHK,SunetSo,940,2.0,1.0,69.57,Wagholi
Super built-up  Area,Ready To Move,3 BHK,Trurea ,1181,2.0,1.0,65.0,Wakadewadi
Super built-up  Area,Ready To Move,3 BHK,Sariaat,2215,3.0,2.0,225.0,Wanowrie
Built-up  Area,Ready To Move,1 BHK,RookaJh,1100,2.0,2.0,75.0,Warje
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1050,2.0,1.0,36.0,Yerawada
Super built-up  Area,Ready To Move,3 BHK,Mayne A,1260,2.0,1.0,75.0,Alandi Road
Super built-up  Area,Ready To Move,5 BHK,GrrvaGr,2800,3.0,2.0,225.0,Ambegaon Budruk
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1500,3.0,2.0,56.0,Anandnagar
Plot  Area,Ready To Move,6 Bedroom,Coronte,1200,4.5,3.0,132.0,Aundh
Plot  Area,18-May,2 Bedroom,GrrvaGr,1000,2.0,0.0,66.0,Aundh Road
Super built-up  Area,Ready To Move,3 BHK,PaantPl,1530,3.0,3.0,73.0,Balaji Nagar
Super built-up  Area,Ready To Move,2 BHK,NRosete,1140,2.0,2.0,46.0,Baner
Super built-up  Area,Ready To Move,3 BHK,AlEcone,1864,3.0,3.0,115.0,Baner road
Built-up  Area,Ready To Move,3 BHK,Coa It ,1575,3.0,3.0,55.0,Bhandarkar Road
Plot  Area,18-Dec,3 Bedroom,AkArkti,1200,3.0,2.0,105.0,Bhavani Peth
Super built-up  Area,Ready To Move,2 BHK,Deade A,945,2.0,1.0,45.0,Bibvewadi
Super built-up  Area,Ready To Move,3 BHK,Klark L,1691,3.0,2.0,100.0,Bopodi
Plot  Area,Ready To Move,2 Bedroom,GrrvaGr,1200,2.0,3.0,135.0,Budhwar Peth
Built-up  Area,18-Aug,3 BHK,Sryalan,1220,3.0,1.0,35.25,Bund Garden Road
Built-up  Area,Ready To Move,1 BHK,KHnumla,600,1.0,1.0,35.0,Camp
Super built-up  Area,18-Aug,2 BHK,SSdhimr,1160,2.0,2.0,39.0,Chandan Nagar
Super built-up  Area,Ready To Move,3 BHK,AlEcone,1950,2.0,2.0,89.5,Dapodi
Super built-up  Area,Ready To Move,3 BHK,Prlla C,1650,3.0,1.0,85.0,Deccan Gymkhana
Built-up  Area,Ready To Move,4 Bedroom,GrrvaGr,2400,4.0,1.0,150.0,Dehu Road
Super built-up  Area,Ready To Move,2 BHK,SLtias ,795,1.0,1.0,32.6,Dhankawadi
Plot  Area,Ready To Move,5 Bedroom,GrrvaGr,800,4.5,1.0,95.0,Dhayari Phata
Plot  Area,Ready To Move,5 Bedroom,GrrvaGr,1400,4.5,1.0,97.0,Dhole Patil Road
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,2285,4.0,1.0,165.0,Erandwane
Super built-up  Area,Ready To Move,2 BHK,RInceeg,1243,2.0,2.0,46.0,Fatima Nagar
Super built-up  Area,Ready To Move,2 BHK,DiiteR ,1263,2.0,1.0,51.5,Fergusson College Road
Super built-up  Area,Ready To Move,5 BHK,GrrvaGr,1200,4.0,2.0,115.0,Ganesh Peth
Super built-up  Area,Ready To Move,3 BHK,SLureSi,1345,2.0,1.0,69.0,Ganeshkhind
Built-up  Area,Ready To Move,5 Bedroom,GrrvaGr,4400,4.5,3.0,225.0,Ghorpade Peth
Super built-up  Area,Ready To Move,3 BHK,GMown E,1360,2.0,1.0,58.0,Ghorpadi
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1026,2.0,1.0,60.55,Gokhale Nagar
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1050,2.0,2.0,38.0,Gultekdi
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1460,3.0,3.0,76.0,Guruwar peth
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1525,2.0,2.0,91.48,Hadapsar
Built-up  Area,Ready To Move,3 BHK,PuandHi,1843,3.0,2.0,85.0,Hadapsar Industrial Estate
Super built-up  Area,18-Aug,2 BHK,GrrvaGr,1000,2.0,3.0,25.0,Hingne Khurd
Super built-up  Area,Ready To Move,3 BHK,KHage G,1642,2.0,1.0,115.0,Jangali Maharaj Road
Plot  Area,Ready To Move,3 Bedroom,GrrvaGr,1200,2.0,0.0,66.0,Kalyani Nagar
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,975,2.0,1.0,60.0,Karve Nagar
Super built-up  Area,Ready To Move,3 BHK,Prityel,1075,2.0,1.0,44.0,Karve Road
Super built-up  Area,18-Feb,2 BHK,GrrvaGr,1210,2.0,1.0,77.93,Kasba Peth
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,2000,3.0,2.0,100.0,Katraj
Super built-up  Area,Ready To Move,2 BHK,DLhtsnd,1225,2.0,0.0,68.0,Khadaki
Super built-up  Area,Ready To Move,2 BHK,HRaniIb,1290,2.0,1.0,80.04,Khadki
Built-up  Area,Ready To Move,2 BHK,GrrvaGr,1220,2.0,0.0,56.0,Kharadi
Plot  Area,Ready To Move,1 Bedroom,GrrvaGr,1500,2.0,0.0,85.0,Kondhwa
Super built-up  Area,Ready To Move,2 BHK,Maisehi,1361,2.0,2.0,79.0,Kondhwa Budruk
Plot  Area,Ready To Move,5 Bedroom,GrrvaGr,2801.25,4.0,1.0,225.0,Kondhwa Khurd
Built-up  Area,Ready To Move,2 BHK,NCaveun,1394,2.0,2.0,85.0,Koregaon Park
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,870,2.0,1.0,27.0,Kothrud
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,5000,4.5,3.0,225.0,Law College Road
Super built-up  Area,18-May,2 BHK,Pumesim,1222,2.0,2.0,98.0,Laxmi Road
Super built-up  Area,Ready To Move,2 BHK,Mahosya,1420,2.0,1.0,99.39,Lulla Nagar
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1846,3.0,2.0,135.0,Mahatma Gandhi Road
Plot  Area,Ready To Move,2 Bedroom,GrrvaGr,1688.12,2.0,1.0,225.0,Mangalwar peth
Super built-up  Area,Ready To Move,2 BHK,IBityin,1167,2.0,2.0,64.08,Manik Bagh
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,902,2.0,2.0,25.0,Market yard
Super built-up  Area,Ready To Move,4 BHK,GrrvaGr,2422,4.0,3.0,135.0,Model colony
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1050,2.0,2.0,52.5,Mukund Nagar
Built-up  Area,Ready To Move,2 BHK,GrrvaGr,1000,2.0,0.0,50.0,Mundhawa
Built-up  Area,Ready To Move,2 BHK,GrrvaGr,1260,2.0,0.0,58.0,Nagar Road
Built-up  Area,Ready To Move,3 Bedroom,GrrvaGr,3000,3.0,2.0,225.0,Nana Peth
Super built-up  Area,Ready To Move,2 BHK,DLhtsen,939,2.0,2.0,39.0,Narayan Peth
Plot  Area,Ready To Move,9 Bedroom,GrrvaGr,1590,4.5,1.0,150.0,Narayangaon
Plot  Area,Ready To Move,1 Bedroom,GrrvaGr,600,1.0,0.0,37.0,Navi Peth
Built-up  Area,Ready To Move,2 BHK,GrrvaGr,1298,2.0,1.0,59.0,Padmavati
Super built-up  Area,Ready To Move,3 BHK,Asintas,1710,3.0,2.0,135.0,Parvati Darshan
Super built-up  Area,Ready To Move,2 BHK,Srnumum,1000,2.0,1.0,45.0,Pashan
Super built-up  Area,Ready To Move,3 BHK,Reitice,3350,3.0,3.0,150.0,Paud Road
Plot  Area,Ready To Move,2 Bedroom,GrrvaGr,1200,4.0,1.0,138.0,Pirangut
Built-up  Area,Ready To Move,2 BHK,GrrvaGr,1100,2.0,2.0,68.0,Prabhat Road
Super built-up  Area,Ready To Move,1 BHK,Vaniai ,615,1.0,1.0,46.0,Pune Railway Station
Super built-up  Area,18-Apr,2 BHK,PualeSk,1350,2.0,1.0,85.0,Rasta Peth
Built-up  Area,Ready To Move,4 Bedroom,GrrvaGr,5000,4.5,2.0,225.0,Raviwar Peth
Super built-up  Area,Ready To Move,3 BHK,Lelia M,2700,3.0,1.0,225.0,Sadashiv Peth
Plot  Area,Ready To Move,6 Bedroom,GrrvaGr,4000,4.5,2.0,225.0,Sahakar Nagar
Super built-up  Area,Ready To Move,3 BHK,Soiniy ,1718,3.0,2.0,130.0,Salunke Vihar
Super built-up  Area,Ready To Move,3 BHK,Eladero,1680,3.0,2.0,112.0,Sasson Road
Plot  Area,Ready To Move,2 Bedroom,GrrvaGr,1500,2.0,0.0,90.0,Satara Road
Super built-up  Area,18-May,3 BHK,AsastDe,1157,2.0,1.0,72.0,Senapati Bapat Road
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1179,2.0,1.0,51.0,Shaniwar Peth
Super built-up  Area,Ready To Move,2 BHK,RatosAr,1255 - 1375,2.0,0.0,60.48,Shivaji Nagar
Super built-up  Area,18-Mar,2 BHK,GrrvaGr,1105,2.0,2.0,28.18,Shukrawar Peth
Super built-up  Area,Ready To Move,3 BHK,Bregae ,1800,3.0,2.0,175.0,Sinhagad Road
Super built-up  Area,Ready To Move,2 BHK,ShshaSa,1010,2.0,1.0,52.0,Somwar Peth
Super built-up  Area,18-Jan,1 BHK,Prarkun,630,1.0,1.0,46.0,Swargate
Plot  Area,19-Apr,2 Bedroom,GrrvaGr,1200,2.0,1.0,36.1,Tilak Road
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1025,2.0,1.0,60.0,Uruli Devachi
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1195,2.0,2.0,59.0,Vadgaon Budruk
Super built-up  Area,18-Feb,2 BHK,Alsta F,1012,2.0,1.0,58.0,Wadgaon Sheri
Super built-up  Area,Ready To Move,3 BHK,SoitaCa,1884,4.0,2.0,118.0,Viman Nagar
Super built-up  Area,Ready To Move,2 BHK,Soe 2as,1090,2.0,1.0,37.0,Vishrant Wadi
Super built-up  Area,Ready To Move,3 BHK,Prone M,1300,3.0,2.0,77.99,Wagholi
Super built-up  Area,Ready To Move,4 BHK,IDldsin,2950,4.0,2.0,225.0,Wakadewadi
Super built-up  Area,Ready To Move,3 BHK,SrEndPo,1710,3.0,3.0,85.0,Wanowrie
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1500,3.0,1.0,68.0,Warje
Super built-up  Area,Ready To Move,3 BHK,Jae 1ke,1310,2.0,2.0,53.0,Yerawada
Super built-up  Area,18-Dec,2 BHK,GrrvaGr,674,1.0,1.0,19.9,Alandi Road
Built-up  Area,Ready To Move,3 BHK,GrrvaGr,1350,3.0,2.0,70.0,Ambegaon Budruk
Built-up  Area,Ready To Move,3 BHK,PlhtsHe,1464,2.0,2.0,115.0,Anandnagar
Built-up  Area,Ready To Move,3 BHK,Asara S,715,2.0,1.0,29.0,Aundh
Built-up  Area,18-Dec,3 BHK,GrrvaGr,1400,2.0,1.0,40.45,Aundh Road
Super built-up  Area,19-Dec,3 BHK,DSineSt,1625,2.0,2.0,48.75,Balaji Nagar
Built-up  Area,18-Dec,2 BHK,GrrvaGr,1065,2.0,1.0,30.76,Baner
Plot  Area,Ready To Move,6 Bedroom,GrrvaGr,510,4.0,1.0,70.0,Baner road
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1385,3.0,3.0,90.0,Bhandarkar Road
Super built-up  Area,Ready To Move,2 BHK,JKmesHo,1040,2.0,1.0,50.0,Bhavani Peth
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1817,3.0,2.0,110.0,Bibvewadi
Super built-up  Area,Ready To Move,2 BHK,PSterAs,1205,2.0,1.0,47.0,Bopodi
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1070,2.0,2.0,33.43,Budhwar Peth
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1070,2.0,1.0,52.0,Bund Garden Road
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1340,2.0,1.0,75.0,Camp
Super built-up  Area,Ready To Move,2 BHK,ARomee ,980,2.0,2.0,35.0,Chandan Nagar
Built-up  Area,Ready To Move,2 BHK,SVthaho,1006,2.0,0.0,44.0,Dapodi
Super built-up  Area,Ready To Move,2 BHK,Bhmesy ,1098,2.0,1.0,71.0,Deccan Gymkhana
Built-up  Area,Ready To Move,2 BHK,MyeurGr,1200,2.0,1.0,53.5,Dehu Road
Super built-up  Area,Ready To Move,4 BHK,Prtanha,4190,4.0,2.0,225.0,Dhankawadi
Super built-up  Area,Ready To Move,2 BHK,Ahriaup,1019,2.0,1.0,62.0,Dhayari Phata
Super built-up  Area,18-May,2 BHK,GrrvaGr,1150,2.0,2.0,40.21,Dhole Patil Road
Plot  Area,Ready To Move,3 Bedroom,Vaensnd,1733.5,3.0,1.0,120.0,Erandwane
Super built-up  Area,Ready To Move,2 BHK,Essic C,1415,2.0,2.0,120.0,Fatima Nagar
Built-up  Area,21-Dec,3 BHK,GrrvaGr,1750,3.0,2.0,58.0,Fergusson College Road
Super built-up  Area,18-Dec,3 BHK,GrrvaGr,1537,3.0,2.0,81.0,Ganesh Peth
Built-up  Area,Ready To Move,2 BHK,Mawerer,1050,2.0,2.0,45.0,Ganeshkhind
Super built-up  Area,Ready To Move,3 BHK,JRrnauv,1452,3.0,3.0,55.6,Ghorpade Peth
Super built-up  Area,Ready To Move,2 BHK,IBictnd,1246,2.0,1.0,95.0,Ghorpadi
Built-up  Area,Ready To Move,3 BHK,PrrloMo,1890,4.0,2.0,85.0,Gokhale Nagar
Super built-up  Area,18-May,2 BHK,MJtroty,972,2.0,1.0,40.0,Gultekdi
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,10624,4.0,2.0,225.0,Guruwar peth
Plot  Area,Ready To Move,4 Bedroom,Goodsrb,1500,4.5,3.0,160.0,Hadapsar
Super built-up  Area,18-Aug,1 BHK,Prarkun,630,1.0,1.0,33.7,Hadapsar Industrial Estate
Plot  Area,18-Mar,8 Bedroom,GrrvaGr,1050,4.5,0.0,80.0,Hingne Khurd
Built-up  Area,Ready To Move,3 BHK,GrrvaGr,1255,2.0,1.0,60.0,Jangali Maharaj Road
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,1900,4.0,2.0,185.0,Kalyani Nagar
Plot  Area,Ready To Move,3 Bedroom,GrrvaGr,2440,3.0,1.0,142.0,Karve Nagar
Super built-up  Area,21-May,3 BHK,GolusLi,1938,3.0,3.0,92.69,Karve Road
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1711,3.0,2.0,125.0,Kasba Peth
Plot  Area,Ready To Move,5 Bedroom,GrrvaGr,1200,4.0,3.0,225.0,Katraj
Super built-up  Area,18-Jul,2 BHK,Pu270a ,1392,2.0,1.0,95.0,Khadaki
Super built-up  Area,18-Mar,2 BHK,SNnia E,1225,2.0,1.0,77.0,Khadki
Super built-up  Area,Ready To Move,4 BHK,Saitya ,3418,3.0,2.0,225.0,Kharadi
Super built-up  Area,Ready To Move,3 BHK,Soweray,1750,3.0,2.0,120.0,Kondhwa
Super built-up  Area,Ready To Move,3 BHK,Mayne A,1260,2.0,1.0,80.0,Kondhwa Budruk
Super built-up  Area,19-Dec,1 BHK,AsastDe,691,1.0,1.0,31.1,Kondhwa Khurd
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,2400,3.0,2.0,225.0,Koregaon Park
Super built-up  Area,Ready To Move,2 BHK,NDionas,1285,2.0,1.0,78.0,Kothrud
Built-up  Area,Ready To Move,3 BHK,Thuse F,1590,3.0,2.0,96.0,Law College Road
Super built-up  Area,Ready To Move,3 BHK,JSyane ,1571,3.0,2.0,65.0,Laxmi Road
Built-up  Area,Ready To Move,5 Bedroom,GrrvaGr,2800,4.5,1.0,220.0,Lulla Nagar
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1060,2.0,1.0,48.66,Mahatma Gandhi Road
Super built-up  Area,Ready To Move,2 BHK,Shateor,1255,2.0,1.0,58.0,Mangalwar peth
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,702,4.0,0.0,65.0,Manik Bagh
Plot  Area,Ready To Move,3 Bedroom,GrrvaGr,2400,2.0,2.0,185.0,Market yard
Super built-up  Area,Ready To Move,3 BHK,SNity S,1520,2.0,3.0,81.0,Model colony
Super built-up  Area,Ready To Move,3 BHK,Wiowsri,1430 - 1630,2.0,2.0,70.99,Mukund Nagar
Super built-up  Area,Ready To Move,2 BHK,MJlese ,1170,2.0,1.0,45.51,Mundhawa
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1580,3.0,2.0,75.0,Nagar Road
Super built-up  Area,Ready To Move,3 BHK,SoystAm,1777.26,3.0,2.0,89.0,Nana Peth
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1303,2.0,2.0,55.78,Narayan Peth
Built-up  Area,Ready To Move,2 BHK,GrrvaGr,1680,2.0,3.0,59.0,Narayangaon
Built-up  Area,Ready To Move,3 BHK,Sonviik,1495,2.0,2.0,70.0,Navi Peth
Super built-up  Area,18-Mar,3 BHK,Miitat ,1835,3.0,1.0,108.0,Padmavati
Plot  Area,Ready To Move,3 Bedroom,GrrvaGr,610,3.0,1.0,60.0,Parvati Darshan
Built-up  Area,Ready To Move,2 BHK,GrrvaGr,1080,2.0,2.0,38.0,Pashan
Built-up  Area,18-Dec,2 BHK,GrrvaGr,1025,2.0,1.0,29.61,Paud Road
Super built-up  Area,18-Aug,2 BHK,SNnia E,1225,2.0,1.0,67.48,Pirangut
Super built-up  Area,20-Jan,1 BHK,Soresea,656,1.0,1.0,34.77,Prabhat Road
Super built-up  Area,Ready To Move,2 BHK,Ascid P,994,2.0,2.0,45.0,Pune Railway Station
Super built-up  Area,Ready To Move,2 BHK,Pao 2Sm,1025,2.0,1.0,65.0,Rasta Peth
Built-up  Area,Ready To Move,2 BHK,VRave E,1156,2.0,2.0,52.0,Raviwar Peth
Super built-up  Area,Ready To Move,2 BHK,Maarkr ,1250,2.0,2.0,60.0,Sadashiv Peth
Built-up  Area,Ready To Move,4 Bedroom,Roima A,3092,4.0,3.0,225.0,Sahakar Nagar
Super built-up  Area,Ready To Move,3 BHK,SoitaCa,1930,4.0,2.0,122.0,Salunke Vihar
Built-up  Area,Ready To Move,2 BHK,Saeraep,1020,2.0,1.0,70.0,Sasson Road
Built-up  Area,Ready To Move,3 BHK,GrrvaGr,1310,2.0,1.0,70.0,Satara Road
Super built-up  Area,19-Dec,1 BHK,Vaniai ,610 - 615,1.0,0.0,27.565,Senapati Bapat Road
Built-up  Area,Ready To Move,2 BHK,Prdhue ,1322,2.0,3.0,70.0,Shaniwar Peth
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1160,2.0,2.0,57.0,Shivaji Nagar
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1100,2.0,2.0,48.0,Shukrawar Peth
Built-up  Area,Ready To Move,3 BHK,RothaVa,1720,3.0,3.0,150.0,Sinhagad Road
Super built-up  Area,18-Jul,3 BHK,PuendWe,1689,3.0,2.0,103.0,Somwar Peth
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1090,2.0,1.0,47.42,Swargate
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,2000,2.0,0.0,75.0,Tilak Road
Super built-up  Area,Ready To Move,2 BHK,Patust ,1155,2.0,2.0,69.0,Uruli Devachi
Built-up  Area,Ready To Move,6 Bedroom,GrrvaGr,4000,4.5,0.0,225.0,Vadgaon Budruk
Built-up  Area,18-Jun,4 Bedroom,Marthur,3913,4.5,0.0,176.0,Wadgaon Sheri
Super built-up  Area,Ready To Move,3 BHK,Brium C,3520,4.5,2.0,225.0,Viman Nagar
Super built-up  Area,18-Jun,2 BHK,GrrvaGr,1125,2.0,2.0,39.98,Vishrant Wadi
Built-up  Area,18-Apr,3 BHK,Hotat H,1847,3.0,3.0,92.0,Wagholi
Super built-up  Area,Ready To Move,3 BHK,Srncya ,1515,2.0,1.0,76.0,Wakadewadi
Plot  Area,Ready To Move,8 Bedroom,GrrvaGr,3450,4.5,2.0,225.0,Wanowrie
Plot  Area,Ready To Move,5 Bedroom,GrrvaGr,2500,3.0,1.0,120.0,Warje
Built-up  Area,Ready To Move,2 BHK,Srntssh,1130,2.0,2.0,55.0,Yerawada
Super built-up  Area,Ready To Move,2 BHK,Goner C,1049,2.0,1.0,51.0,Alandi Road
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,2650,4.0,0.0,175.0,Ambegaon Budruk
Super built-up  Area,18-Dec,2 BHK,GrrvaGr,850,2.0,1.0,25.4,Anandnagar
Super built-up  Area,20-Jan,3 BHK,DNncasa,1842,3.0,2.0,115.0,Aundh
Plot  Area,Ready To Move,5 Bedroom,GrrvaGr,2600,4.5,3.0,225.0,Aundh Road
Super built-up  Area,20-Dec,2 BHK,ArndsSk,1282,2.0,1.0,72.0,Balaji Nagar
Super built-up  Area,Ready To Move,2 BHK,PrncyRe,800,2.0,1.0,40.0,Baner
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,1200,4.0,2.0,225.0,Baner road
Super built-up  Area,18-Sep,3 BHK,SunceEs,1190,2.0,2.0,30.35,Bhandarkar Road
Super built-up  Area,18-May,3 BHK,Vrenty ,1318,2.0,1.0,68.0,Bhavani Peth
Super built-up  Area,19-Jul,2 BHK,Soazak ,1698,2.0,1.0,105.0,Bibvewadi
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,2030,2.0,1.0,182.0,Bopodi
Super built-up  Area,Ready To Move,3 BHK,DSOakil,1276,2.0,1.0,31.9,Budhwar Peth
Super built-up  Area,Ready To Move,3 BHK,Maenara,1555,2.0,1.0,67.0,Bund Garden Road
Super built-up  Area,17-May,3 BHK,Ahriaup,1881,3.0,2.0,145.0,Camp
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,2900,3.0,2.0,225.0,Chandan Nagar
Super built-up  Area,18-Jul,3 BHK,Miitat ,1890,3.0,2.0,109.0,Dapodi
Super built-up  Area,Ready To Move,5 BHK,GrrvaGr,900,4.5,2.0,135.0,Deccan Gymkhana
Super built-up  Area,20-Dec,2 BHK,SheldGr,935,2.0,1.0,32.0,Dehu Road
Super built-up  Area,Ready To Move,2 BHK,Santspa,1000,2.0,3.0,58.0,Dhankawadi
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1510,3.0,2.0,75.0,Dhayari Phata
Built-up  Area,Ready To Move,2 BHK,GrrvaGr,1120,2.0,1.0,50.0,Dhole Patil Road
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,930,2.0,1.0,25.99,Erandwane
Super built-up  Area,Ready To Move,3 BHK,Itvir M,1160,2.0,2.0,42.0,Fatima Nagar
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1419,2.0,2.0,48.1,Fergusson College Road
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1175,2.0,2.0,62.0,Ganesh Peth
Built-up  Area,Ready To Move,3 BHK,DSsorin,1350,2.0,1.0,63.0,Ganeshkhind
Super built-up  Area,Ready To Move,3 BHK,Sariaat,2215,3.0,2.0,225.0,Ghorpade Peth
Super built-up  Area,Ready To Move,2 BHK,DSvar S,996,2.0,1.0,24.9,Ghorpadi
Super built-up  Area,19-Dec,2 BHK,DSapeto,1076,2.0,1.0,30.13,Gokhale Nagar
Super built-up  Area,Ready To Move,4 BHK,GrrvaGr,2180,4.0,3.0,115.0,Gultekdi
Super built-up  Area,Ready To Move,3 BHK,HMonymp,1715,3.0,3.0,112.0,Guruwar peth
Super built-up  Area,Ready To Move,2 BHK,Srntsha,1072,2.0,2.0,45.0,Hadapsar
Super built-up  Area,Ready To Move,2 BHK,SVnamnd,1230,2.0,1.0,80.0,Hadapsar Industrial Estate
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1600,2.0,1.0,65.0,Hingne Khurd
Super built-up  Area,18-Dec,3 BHK,Bhe 2ko,1411,3.0,1.0,93.25,Jangali Maharaj Road
Built-up  Area,Ready To Move,5 BHK,GrrvaGr,3600,4.5,3.0,145.0,Kalyani Nagar
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,2404,3.0,2.0,138.0,Karve Nagar
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,1200,4.0,2.0,190.0,Karve Road
Plot  Area,18-Apr,3 Bedroom,GrrvaGr,1200,3.0,2.0,225.0,Kasba Peth
Built-up  Area,Ready To Move,3 BHK,Srtasno,1208,3.0,1.0,45.0,Katraj
Plot  Area,Ready To Move,5 Bedroom,GrrvaGr,1700,4.5,2.0,225.0,Khadaki
Super built-up  Area,18-Dec,2 BHK,SNnia E,1225,2.0,1.0,69.84,Khadki
Super built-up  Area,18-Sep,2 BHK,Arcia S,1162,2.0,1.0,69.0,Kharadi
Super built-up  Area,Ready To Move,3 BHK,Pronyt ,1262,2.0,1.0,65.0,Kondhwa
Super built-up  Area,18-Apr,2 BHK,GrrvaGr,1050,2.0,2.0,35.0,Kondhwa Budruk
Built-up  Area,18-Dec,2 BHK,Sryalan,1160,2.0,1.0,33.51,Kondhwa Khurd
Plot  Area,18-Jul,3 Bedroom,GrrvaGr,1500,3.0,1.0,61.95,Koregaon Park
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1610,3.0,3.0,85.0,Kothrud
Super built-up  Area,Ready To Move,2 BHK,SSthamh,1340,2.0,2.0,41.0,Law College Road
Super built-up  Area,Ready To Move,3 BHK,Adeatlm,2275,4.0,2.0,182.0,Laxmi Road
Super built-up  Area,Ready To Move,2 BHK,PrityTr,1162,2.0,1.0,58.0,Lulla Nagar
Built-up  Area,Ready To Move,2 Bedroom,GrrvaGr,1500,2.0,0.0,145.0,Mahatma Gandhi Road
